"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,1,3321,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,2,2959,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,3,3380,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,4,3296,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,5,2033,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,6,1383,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,7,628,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,8,404,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,9,1847,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,10,2688,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,11,2906,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,12,1587,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1995,26432,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,1,3023,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,2,1573,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,3,1573,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,4,1279,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,5,1615,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,6,1000,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,7,364,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,8,358,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,9,847,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,10,1967,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,11,1824,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,12,1686,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1996,17109,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,1,2887,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,2,1807,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,3,2796,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,4,2350,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,5,2365,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,6,2121,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,7,427,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,8,410,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,9,1766,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,10,2547,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,11,3024,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,12,2534,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1997,25034,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,1,0,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,2,1753,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,3,5028,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,4,7327,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,5,4914,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,6,4076,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,7,302,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,8,1801,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,9,3963,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,10,5007,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,11,3828,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,12,3000,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1998,40999,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,1,3050,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,2,6067,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,3,6500,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,4,2345,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,5,6519,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,6,4097,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,7,8474,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,8,1395,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,9,1500,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,10,4797,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,11,6796,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,12,3150,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",1999,54690,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,1,1895,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,2,6813,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,3,6930,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,4,6754,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,5,6901,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,6,4652,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,7,1775,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,8,1268,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,9,4584,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,10,6182,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,11,6466,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,12,6532,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2000,60752,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,1,6532,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,2,3577,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,3,7403,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,4,6772,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,5,4977,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,6,4071,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,7,1374,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,8,1793,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,9,3820,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,10,6010,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,11,6447,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,12,5881,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2001,58657,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,1,6129,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,2,5471,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,3,1139,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,4,5721,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,5,5079,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,6,3564,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,7,966,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,8,1307,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,9,3713,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,10,12289,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,11,5735,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,12,5848,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2002,56961,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,1,6206,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,2,5220,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,3,6616,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,4,6433,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,5,5916,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,6,4020,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,7,1241,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,8,1345,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,9,2849,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,10,12289,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,11,1195,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,12,4011,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2003,57341,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,1,5101,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,2,4716,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,3,5932,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,4,6245,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,5,5900,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,6,2741,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,7,1111,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,8,1037,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,9,2786,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,10,4987,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,11,5403,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,12,5217,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2004,51176,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,1,4897,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,2,4995,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,3,6424,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,4,6699,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,5,5067,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,6,2475,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,7,1053,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,8,1022,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,9,2292,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,10,4139,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,11,5042,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,12,5376,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2005,49481,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,1,4879,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,2,4492,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,3,6014,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,4,3597,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,5,4678,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,6,2486,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,7,784,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,8,831,"Fire Island NS","FIIS","National Seashore","Northeast","Traffic count at West End Checkpoint",2006,36777,"NY"
