"park_name","unit_code","park_type","region","traffic_counter","year","month","traffic_count","park_name_total","unit_code_total","park_type_total","region_type","traffic_count_total_label","year_total","traffic_count_total","state"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,3,2495,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,4,5229,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,5,3968,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,6,2551,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,7,5895,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,8,1601,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,9,6300,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,10,2449,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,11,2390,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,12,1209,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2002,36260,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,1,1581,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,2,630,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,3,2385,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,4,5200,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,5,4118,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,6,19381,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,7,4695,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,8,1675,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,9,6700,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,10,2749,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,11,3450,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,12,1352,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2003,53916,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,1,1480,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,2,590,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,3,2430,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,4,5452,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,5,5238,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,6,20101,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,7,5125,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,8,1609,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,9,6629,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,10,2725,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,11,2666,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,12,1335,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2004,55380,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,1,1480,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,2,490,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,3,2430,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,4,5399,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,5,5225,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,6,20250,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,7,4995,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,8,1400,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,9,6689,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,10,2809,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,11,2480,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,12,1250,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2005,54897,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,1,1833,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,2,2189,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,3,7130,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,4,6952,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,5,9486,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,6,5199,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,7,4842,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,8,6064,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,9,5775,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,10,5580,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,11,3510,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,12,3224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2006,61784,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,1,2728,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,2,2016,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,3,2976,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,4,4860,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,5,8060,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,6,4800,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,7,4960,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,8,4340,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,9,6300,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,10,6696,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,11,3510,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,12,3224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2007,54470,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,1,3224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,2,2320,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,3,2480,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,4,5400,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,5,10075,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,6,5400,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,7,3410,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,8,6570,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,9,6000,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,10,6690,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,11,4320,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,12,2729,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2008,58618,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,1,3224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,2,2688,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,3,3224,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,4,6750,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,5,9765,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,6,6000,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,7,4960,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,8,7130,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,9,6600,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,10,6690,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,11,4590,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,12,1612,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2009,63233,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,1,1913,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,2,1568,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,3,4151,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,4,2770,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,5,4813,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,6,3139,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,7,4064,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,8,3296,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,9,3977,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,10,3199,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,11,2673,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,12,2099,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2010,37662,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,1,859,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,2,1794,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,3,3078,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,4,3358,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,5,3809,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,6,3936,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,7,310,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,8,3290,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,9,2270,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,10,2742,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,11,2906,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,12,2000,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2011,30352,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,1,1773,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,2,2370,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,3,3230,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,4,4622,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,5,2828,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,6,2314,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,7,3500,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,8,3390,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,9,2500,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,10,2040,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,11,1179,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,12,2269,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2012,32015,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,1,1871,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,2,1710,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,3,3032,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,4,3956,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,5,3318,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,6,3702,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,7,2947,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,8,3737,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,9,3406,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,10,1703,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,11,2943,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,12,804,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2013,33129,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,1,1545,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,2,1433,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,3,2873,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,4,2514,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,5,4019,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,6,3119,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,7,3252,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,8,4146,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,9,3406,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,10,1639,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,11,1750,"Gateway NRA","GATE","National Recreation Area","Northeast","Wildlife Refuge",2014,31717,"WV"
